run_id,config_id,run_command,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,seed,original_seed,backbone_name,backbone_variant,layer,selected_slot,layer_label,feature_view,lr,weight_decay,batch_size,eval_batch_size,epochs,early_stopping_enabled,early_stopping_patience,mlp_hidden_dims,mlp_dropout,temporal_num_heads,temporal_num_self_attn_blocks,temporal_mlp_ratio,temporal_dropout,probe_device,probe_output_dir,probe_output_subdir,eval_output_dir,eval_output_subdir,wandb_group,wandb_name,status,blocked_reason,hydra_overrides_json,source_csv_path,source_csv_row_index,source_csv_line_number,source_row_sha256,source_config_status,source_config_json,source_evidence_path
intphys2__ltx_video__linear__slot_1__seed_101,intphys2__ltx_video__linear__slot_1,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,101,42,ltx_video,ltxv_13b_0_9_8_distilled,1,1,noise_1.0_block_12,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_101,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_101,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_1,intphys2__ltx_video__linear__slot_1__seed_101,pending,,"[""seed=101"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=1"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_101"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_101"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_1"",""probe.wandb.name=intphys2__ltx_video__linear__slot_1__seed_101""]",results/verified_layerwise_probe_configs.csv,240,242,494bed9cd31da6c5,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":12,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":1,""lr"":0.0001329291894316216,""slot"":1,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_1__seed_102,intphys2__ltx_video__linear__slot_1,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,102,42,ltx_video,ltxv_13b_0_9_8_distilled,1,1,noise_1.0_block_12,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_102,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_102,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_1,intphys2__ltx_video__linear__slot_1__seed_102,pending,,"[""seed=102"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=1"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_102"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_1/seed_102"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_1"",""probe.wandb.name=intphys2__ltx_video__linear__slot_1__seed_102""]",results/verified_layerwise_probe_configs.csv,240,242,494bed9cd31da6c5,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":12,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":1,""lr"":0.0001329291894316216,""slot"":1,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_2__seed_101,intphys2__ltx_video__linear__slot_2,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,101,42,ltx_video,ltxv_13b_0_9_8_distilled,2,2,noise_1.0_block_24,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_101,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_101,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_2,intphys2__ltx_video__linear__slot_2__seed_101,pending,,"[""seed=101"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=2"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_101"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_101"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_2"",""probe.wandb.name=intphys2__ltx_video__linear__slot_2__seed_101""]",results/verified_layerwise_probe_configs.csv,241,243,fcf1864d73b22f8e,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":24,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":2,""lr"":0.0001329291894316216,""slot"":2,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_2__seed_102,intphys2__ltx_video__linear__slot_2,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,102,42,ltx_video,ltxv_13b_0_9_8_distilled,2,2,noise_1.0_block_24,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_102,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_102,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_2,intphys2__ltx_video__linear__slot_2__seed_102,pending,,"[""seed=102"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=2"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_102"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_2/seed_102"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_2"",""probe.wandb.name=intphys2__ltx_video__linear__slot_2__seed_102""]",results/verified_layerwise_probe_configs.csv,241,243,fcf1864d73b22f8e,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":24,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":2,""lr"":0.0001329291894316216,""slot"":2,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_3__seed_101,intphys2__ltx_video__linear__slot_3,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,101,42,ltx_video,ltxv_13b_0_9_8_distilled,3,3,noise_1.0_block_36,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_101,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_101,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_3,intphys2__ltx_video__linear__slot_3__seed_101,pending,,"[""seed=101"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=3"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_101"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_101"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_3"",""probe.wandb.name=intphys2__ltx_video__linear__slot_3__seed_101""]",results/verified_layerwise_probe_configs.csv,242,244,526ed95208ab75c1,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":36,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":3,""lr"":0.0001329291894316216,""slot"":3,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_3__seed_102,intphys2__ltx_video__linear__slot_3,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,102,42,ltx_video,ltxv_13b_0_9_8_distilled,3,3,noise_1.0_block_36,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_102,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_102,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_3,intphys2__ltx_video__linear__slot_3__seed_102,pending,,"[""seed=102"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=3"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_102"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_3/seed_102"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_3"",""probe.wandb.name=intphys2__ltx_video__linear__slot_3__seed_102""]",results/verified_layerwise_probe_configs.csv,242,244,526ed95208ab75c1,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":36,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":3,""lr"":0.0001329291894316216,""slot"":3,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_4__seed_101,intphys2__ltx_video__linear__slot_4,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,101,42,ltx_video,ltxv_13b_0_9_8_distilled,4,4,noise_1.0_block_48,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_101,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_101,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_4,intphys2__ltx_video__linear__slot_4__seed_101,pending,,"[""seed=101"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=4"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_101"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_101"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_4"",""probe.wandb.name=intphys2__ltx_video__linear__slot_4__seed_101""]",results/verified_layerwise_probe_configs.csv,243,245,bee0135c1d841523,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":48,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":4,""lr"":0.0001329291894316216,""slot"":4,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_4__seed_102,intphys2__ltx_video__linear__slot_4,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,102,42,ltx_video,ltxv_13b_0_9_8_distilled,4,4,noise_1.0_block_48,pooled,0.0001329291894316216,0.005061576888752304,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_102,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_102,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_4,intphys2__ltx_video__linear__slot_4__seed_102,pending,,"[""seed=102"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=4"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.0001329291894316216"",""probe.weight_decay=0.005061576888752304"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_102"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_4/seed_102"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_4"",""probe.wandb.name=intphys2__ltx_video__linear__slot_4__seed_102""]",results/verified_layerwise_probe_configs.csv,243,245,bee0135c1d841523,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":48,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":4,""lr"":0.0001329291894316216,""slot"":4,""weight_decay"":0.005061576888752304}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_5__seed_101,intphys2__ltx_video__linear__slot_5,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,101,42,ltx_video,ltxv_13b_0_9_8_distilled,5,5,noise_0.9_block_12,pooled,0.00019762189340280086,5.589524205217922e-07,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_101,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_101,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_5,intphys2__ltx_video__linear__slot_5__seed_101,pending,,"[""seed=101"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=5"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.00019762189340280086"",""probe.weight_decay=5.589524205217922e-07"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_101"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_101"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_5"",""probe.wandb.name=intphys2__ltx_video__linear__slot_5__seed_101""]",results/verified_layerwise_probe_configs.csv,244,246,fff57830a22f4033,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":12,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":5,""lr"":0.00019762189340280086,""slot"":5,""weight_decay"":5.589524205217922e-07}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
intphys2__ltx_video__linear__slot_5__seed_102,intphys2__ltx_video__linear__slot_5,train_eval.probe.intphys2,IntPhys2,intphys2,ltx,LTX-Video,LTX-13B,Linear,linear,102,42,ltx_video,ltxv_13b_0_9_8_distilled,5,5,noise_0.9_block_12,pooled,0.00019762189340280086,5.589524205217922e-07,32,1024,50,false,5,,,,,,,cpu,artifacts/probes/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_102,artifacts/results/intphys2,seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_102,seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_5,intphys2__ltx_video__linear__slot_5__seed_102,pending,,"[""seed=102"",""split.seed=42"",""backbone.name=ltx_video"",""+backbone.kwargs.variant=ltxv_13b_0_9_8_distilled"",""probe.name=linear"",""probe.layer=5"",""probe.layers=[]"",""probe.feature_view=pooled"",""probe.device=cpu"",""probe.lr=0.00019762189340280086"",""probe.weight_decay=5.589524205217922e-07"",""probe.batch_size=32"",""probe.eval_batch_size=1024"",""probe.epochs=50"",""probe.early_stopping.enabled=false"",""probe.early_stopping.patience=5"",""probe.optuna.enabled=false"",""probe.output_dir=artifacts/probes/intphys2"",""probe.output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_102"",""probe.eval_output_dir=artifacts/results/intphys2"",""probe.eval_output_subdir=seed_runs_intphys2_ltx13b_linear_mlp/intphys2__ltx_video__linear__slot_5/seed_102"",""probe.wandb.group=seed_runs_intphys2_ltx13b_linear_mlp_intphys2__ltx_video__linear__slot_5"",""probe.wandb.name=intphys2__ltx_video__linear__slot_5__seed_102""]",results/verified_layerwise_probe_configs.csv,244,246,fff57830a22f4033,VERIFIED_FULL,"{""batch_size"":32,""depth_layer_id"":12,""early_stopping"":{""enabled"":true,""patience"":5},""epochs"":50,""feature_view"":""pooled"",""layer"":5,""lr"":0.00019762189340280086,""slot"":5,""weight_decay"":5.589524205217922e-07}",output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out
